Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions
,,,,,,,,,106.828,40.76213293,60.72929516,69.62630483,83,
,,,,,,,,,94.688,43.62594009,99.63081172,81.53378906,112,
,,,,,,,,,139.956,38.9612523,80.59201483,85.71994344,89,
,,,,,,,,,85.444,38.0202454,71.57923531,52.80764264,98,
,,,,,,,,,97.316,48.58088999,74.41784099,79.28559313,87,
,,,,,,,,,84.94,66.99434872,64.74517977,57.28969757,96,
,,,,,,,,,173.706,42.85123499,90.86567894,74.14795045,87,
,,,,,,,,,135.852,27.25803223,81.39532466,87.35484173,113,
,,,,,,,,,83.196,21.56707046,72.25949519,69.76149627,92,
,,,,,,,,,109.678,39.37686101,89.96132971,99.11176482,94,
,,,,,,,,,132.998,36.95463365,72.4158422,70.70237767,88,
,,,,,,,,,79.708,10.98195592,82.1599078,93.34145335,211,
,,,,,,,,,133.1,18.75719032,97.68204285,64.17694452,107,
,,,,,,,,,133.032,42.5975148,87.69065491,95.38853551,104,
,,,,,,,,,112.25,56.96756529,72.9124177,52.36735079,98,
,,,,,,,,,97.342,23.52618325,79.95476287,83.96852053,125,
,,,,,,,,,145.45,72.36138548,72.51522035,73.64416718,104,
,,,,,,,,,104.292,78.50730995,95.96933031,58.93605417,90,
,,,,,,,,,88.776,10.49455216,98.82055625,70.09322977,92,
,,,,,,,,,102.798,21.9817521,73.32322563,76.38122093,89,
,,,,,,,,,133.66,73.39350473,67.33801592,67.70911801,98,
,,,,,,,,,136.666,19.94044125,85.17914334,93.94556385,97,
,,,,,,,,,97.686,56.02202363,83.41678628,66.62364761,95,
,,,,,,,,,122.514,51.45551359,84.8976557,99.27135348,102,
,,,,,,,,,84.764,24.77955984,67.54954847,70.8694661,83,
,,,,,,,,,147.878,69.63715858,79.29646904,76.52331648,102,
,,,,,,,,,133.976,69.70799692,77.36833054,87.26036823,105,
,,,,,,,,,61.2,19.27306815,74.44421807,93.26562109,214,
,,,,,,,,,100.308,27.45573398,91.21967235,96.15334814,119,
,,,,,,,,,118.74,38.5816238,81.29949113,96.97081315,106,
,,,,,,,,,111.812,47.9950151,70.69615467,59.84271419,102,
,,,,,,,,,114.364,50.57027507,92.98819888,99.50054211,111,
,,,,,,,,,84.738,25.42894901,69.87762139,94.24329596,83,
,,,,,,,,,107.794,41.12473465,76.78379002,89.92919071,91,
,,,,,,,,,67.3,42.47706522,69.71405328,78.82923739,187,
,,,,,,,,,77.45,44.85775371,76.83606149,69.3702943,196,
,,,,,,,,,90.798,72.61043724,88.87518649,87.71641607,105,
,,,,,,,,,93.54,48.68668579,61.09007993,72.28298715,97,
,,,,,,,,,84.598,41.68398777,96.78943005,80.03414108,106,
,,,,,,,,,90.184,11.01317742,76.00869209,81.68697954,99,
,,,,,,,,,112.42,59.47467995,95.63144592,93.2566958,110,
,,,,,,,,,100.274,54.26315308,68.98481348,89.74454248,103,
,,,,,,,,,152.436,24.32094788,99.16966728,53.82770827,109,
,,,,,,,,,157.026,43.77993907,77.43450153,61.54606252,104,
,,,,,,,,,107.296,55.96223074,85.52331917,72.47647372,98,
,,,,,,,,,124.362,21.92277214,72.45219167,94.76976566,90,
,,,,,,,,,92.548,32.14209747,71.39712447,89.97262863,90,
,,,,,,,,,98.772,21.08558931,77.06829919,66.44658937,92,
,,,,,,,,,129.49,34.98132957,87.99428366,59.99054711,103,
,,,,,,,,,73.91,78.61864161,91.8740335,59.5239245,200,
,,,,,,,,,115.138,64.86933772,92.2624084,69.58821136,81,
,,,,,,,,,105.766,30.50195775,63.02078883,52.28469116,117,
,,,,,,,,,139.418,74.26941204,91.67651434,61.89362703,102,
,,,,,,,,,61.966,11.35352199,85.99285336,58.30888779,206,
,,,,,,,,,109.26,32.37354286,66.98787389,53.34829937,74,
,,,,,,,,,112.422,58.9791995,80.12666144,59.4732046,79,
,,,,,,,,,99.332,53.03194209,69.79733206,61.37812555,88,
,,,,,,,,,95.344,57.01358241,78.73348372,76.92013714,117,
,,,,,,,,,128.892,13.48755695,66.87340796,88.99887748,107,
,,,,,,,,,138.454,41.64113588,99.36889083,56.70605275,101,
,,,,,,,,,132.026,49.6067675,82.83763649,76.80618045,96,
,,,,,,,,,89.204,56.42982134,85.39889321,77.11753765,90,
,,,,,,,,,128.304,45.91697587,87.34782935,71.59493295,90,
,,,,,,,,,101.244,67.25644634,97.44789194,67.14940093,100,
,,,,,,,,,129.682,38.59324101,83.4198804,89.24776571,96,
,,,,,,,,,103.672,30.6940946,82.30729727,91.63934969,113,
,,,,,,,,,74.562,40.89110528,88.43517686,96.62293336,221,
,,,,,,,,,74.612,43.61827475,65.46643703,81.32765601,192,
,,,,,,,,,72.192,10.97762499,80.98183724,53.06384829,230,
,,,,,,,,,126.554,54.56557361,98.32968932,66.60433806,105,
,,,,,,,,,70.546,18.53429359,67.85889728,79.87847713,212,
,,,,,,,,,96.804,57.45928377,88.40547362,68.44664439,98,
,,,,,,,,,149.198,36.73685108,72.27049844,74.38414618,109,
,,,,,,,,,98.758,34.19720922,88.71619771,85.21861851,92,
,,,,,,,,,79.896,16.73300072,91.0464136,91.71904482,191,
,,,,,,,,,137.968,67.78549537,60.72628053,84.86101629,89,
,,,,,,,,,76.98,60.92022272,82.7076796,78.14860153,196,
,,,,,,,,,98.322,73.04217114,82.33162459,74.50950589,90,
,,,,,,,,,129.702,19.44484044,81.95764022,83.2522719,90,
,,,,,,,,,105.386,69.04140636,86.03014143,90.72600976,99,
,,,,,,,,,111.746,34.15427419,65.05724172,71.19888931,95,
,,,,,,,,,128.066,74.46075594,60.08113324,54.86611793,86,
,,,,,,,,,93.32,46.59583404,97.70913037,93.25958083,108,
,,,,,,,,,105.864,65.71512644,96.23513256,77.9611467,98,
,,,,,,,,,85.752,40.45067992,67.94890712,79.38672955,96,
,,,,,,,,,122.624,17.69629072,62.31818511,67.76216598,90,
,,,,,,,,,121.974,25.65321463,96.1071061,76.13011281,121,
,,,,,,,,,97.666,26.4952389,91.13673764,90.73856808,102,
,,,,,,,,,95.998,31.6567633,75.96653716,98.93442691,109,
,,,,,,,,,126.826,61.46638928,85.79458637,99.97852416,92,
,,,,,,,,,121.52,29.98919153,64.95823311,54.50708124,98,
,,,,,,,,,89.482,44.59303355,88.93396254,80.04950243,108,
,,,,,,,,,109.806,64.2734168,99.25325709,91.05796236,86,
,,,,,,,,,100.94,54.3671099,77.13491296,51.17950682,99,
,,,,,,,,,152.484,21.02201522,72.15029152,94.70958501,92,
,,,,,,,,,89.302,53.4413693,69.08726923,57.61996549,95,
,,,,,,,,,155.118,38.21393546,88.66593571,57.84078477,95,
,,,,,,,,,98.442,45.49431586,68.08029291,93.62408769,106,
,,,,,,,,,84.04,40.964455,66.22939605,74.74129629,84,
,,,,,,,,,89.256,76.13194508,70.37232605,84.15204866,109,
,,,,,,,,,91.026,12.61886165,72.96418068,55.13067333,98,
,,,,,,,,,125.832,22.59180068,69.01829213,71.96563718,96,
,,,,,,,,,98.602,25.53662109,68.35174536,55.57150431,105,
,,,,,,,,,167.972,38.02694269,79.27864086,69.70920069,93,
,,,,,,,,,106.486,55.59697434,71.51148933,70.34374868,102,
,,,,,,,,,72.848,78.26261759,66.92968327,79.09178599,202,
,,,,,,,,,75.736,52.30412099,92.81971177,95.39017409,180,
,,,,,,,,,96.684,57.77655589,68.67744256,55.93958647,94,
,,,,,,,,,122.736,34.88812189,64.70520048,78.39962235,114,
,,,,,,,,,67.24,63.28099824,62.96083461,51.99098026,197,
,,,,,,,,,91.55,33.11920556,64.25057134,65.31089345,98,
,,,,,,,,,146.268,56.55749855,71.12001022,77.56080619,94,
,,,,,,,,,72.584,69.55601158,94.5269657,60.01999805,203,
,,,,,,,,,86.456,31.2492321,67.03557135,86.23738759,97,
,,,,,,,,,139.782,73.99125219,89.96575795,94.87253479,94,
,,,,,,,,,102.152,24.37537681,92.80100326,70.85018755,109,
,,,,,,,,,155.898,43.51770797,79.60124776,52.13987925,116,
,,,,,,,,,69.152,46.22880066,73.40431286,89.92631753,183,
,,,,,,,,,127.074,11.25454161,81.03240817,58.96040571,102,
,,,,,,,,,127.926,48.05591339,85.07707089,93.92759503,104,
,,,,,,,,,87.844,41.37853398,86.80529962,83.17457146,93,
,,,,,,,,,109.582,43.11036802,81.87135272,65.73422493,88,
,,,,,,,,,127.912,70.30400255,66.62109505,86.95605996,98,
,,,,,,,,,128.376,72.60690623,77.60919199,71.2199389,95,
,,,,,,,,,128.82,32.22359578,90.34400223,79.36199241,89,
,,,,,,,,,103.514,16.87113155,69.87594053,57.4988111,81,
,,,,,,,,,144.668,35.79392548,74.24282755,74.59592219,86,
,,,,,,,,,96.768,66.71104546,86.79004144,87.32857397,91,
,,,,,,,,,85.562,38.48831626,73.06921376,88.8079986,103,
,,,,,,,,,147.276,45.51900622,68.51414855,80.49798144,95,
,,,,,,,,,78.586,70.01128735,85.08484075,54.1158245,206,
,,,,,,,,,91.572,55.71203912,67.65397004,88.10180095,114,
,,,,,,,,,125.156,62.54600567,80.35262349,52.93678538,80,
,,,,,,,,,102.358,70.35146231,74.61562915,98.8746285,106,
,,,,,,,,,116.526,29.43846826,97.84175398,68.28038741,77,
,,,,,,,,,88.142,60.40166381,99.32618825,52.26451597,102,
,,,,,,,,,93.566,36.78248676,80.39653304,86.38410195,99,
,,,,,,,,,90.24,74.37968941,88.14174013,60.44339785,116,
,,,,,,,,,147.686,13.1357917,61.44837809,82.9459142,98,
,,,,,,,,,134.056,62.01426262,99.32420057,66.29057594,92,
,,,,,,,,,135.93,48.05223583,93.09261805,52.51813392,114,
,,,,,,,,,148.082,60.70187124,98.99547577,59.35560117,89,
,,,,,,,,,94.468,35.35917614,99.07174409,80.46138031,94,
,,,,,,,,,81.31,12.32380903,78.06351618,56.19553568,98,
,,,,,,,,,71.248,38.1637073,76.8144767,67.72301573,203,
,,,,,,,,,67.852,79.34662981,69.18355733,69.88604323,209,
,,,,,,,,,75.922,24.94528874,81.3462885,60.77160831,187,
,,,,,,,,,122.906,69.04923137,72.44947109,91.76105717,108,
,,,,,,,,,107.868,47.99084923,65.66105152,57.55919776,87,
,,,,,,,,,132.63,34.01377398,81.41188844,74.56365345,106,
,,,,,,,,,98.232,18.43958059,84.27241159,77.25840905,88,
,,,,,,,,,131.702,48.90074135,64.26416333,66.7463125,88,
,,,,,,,,,86.828,76.40205414,71.21188006,68.21445824,104,
,,,,,,,,,93.834,50.46237472,62.49465515,59.10435276,107,
,,,,,,,,,122.968,70.85568828,89.74239253,67.47144607,86,
,,,,,,,,,83.752,46.76501845,87.68668428,95.05262024,112,
,,,,,,,,,160.21,19.26967679,92.66671222,80.63699722,97,
,,,,,,,,,126.584,17.8586201,98.00381926,95.14296363,119,
,,,,,,,,,137.932,31.21153049,67.63787561,98.10650578,97,
,,,,,,,,,119.142,76.61874855,73.50766565,82.41594981,101,
,,,,,,,,,95.384,41.39830045,96.34035477,75.1995338,103,
,,,,,,,,,104.904,21.07363027,60.78590873,76.75499327,101,
,,,,,,,,,68.742,16.0218518,74.79019657,93.2835567,187,
,,,,,,,,,145.32,73.33254006,85.11128069,62.59567271,106,
,,,,,,,,,78.05,31.6732226,89.72330547,99.04494566,198,
,,,,,,,,,139.678,36.39760784,99.97005966,65.49833635,90,
,,,,,,,,,154.654,77.30855199,95.47559528,57.48566247,84,
,,,,,,,,,92.128,66.82590421,88.19103703,65.04827452,86,
,,,,,,,,,123.866,22.4394646,75.88984373,62.99909634,93,
,,,,,,,,,98.708,13.90249926,60.03920589,51.61487877,101,
,,,,,,,,,94.632,44.48177806,68.34859882,85.71245139,103,
,,,,,,,,,141.476,72.44503367,73.78716157,83.36949801,96,
,,,,,,,,,140.224,52.53466563,91.80031942,85.89255,98,
,,,,,,,,,120.856,19.71052358,98.17106805,96.66049078,99,
,,,,,,,,,67.272,55.36266095,92.33701908,55.44125879,203,
,,,,,,,,,67.46,31.87647543,76.64157882,85.87774787,213,
,,,,,,,,,93.602,64.33860938,66.34701179,60.683878,103,
,,,,,,,,,66.314,22.29632269,91.2643861,78.01228455,198,
,,,,,,,,,109.014,65.9134315,60.25382046,57.99097887,90,
,,,,,,,,,138.564,54.14308641,83.84767466,85.57615216,103,
,,,,,,,,,62.324,74.10032418,97.63569069,79.76413191,222,
,,,,,,,,,71.352,19.47332293,65.27855006,76.41296033,199,
,,,,,,,,,123.902,18.56907108,92.53501567,99.5586975,89,
,,,,,,,,,102.406,17.12953636,87.90077442,58.58908036,107,
,,,,,,,,,114.378,44.63361237,84.12193356,75.27790629,81,
,,,,,,,,,75.042,63.88214175,89.531691,89.26875162,200,
,,,,,,,,,151.286,54.18861822,94.55509171,75.10246293,104,
,,,,,,,,,68.808,71.94367472,60.05533499,66.98526553,195,
,,,,,,,,,84.356,78.39315802,80.8829658,65.45138358,75,
,,,,,,,,,61.99,49.32183491,88.96908738,86.99020623,191,
,,,,,,,,,140.568,65.05815808,69.32710591,79.16458028,105,
,,,,,,,,,126.994,68.01999773,76.6244601,62.37463949,107,
,,,,,,,,,111.254,38.39697767,77.92963495,66.77754906,99,
,,,,,,,,,117.336,43.85464599,63.28949574,75.78634425,113,
,,,,,,,,,141.084,50.40522524,96.30040529,98.25328781,97,
,,,,,,,,,73.842,42.61274885,85.02888397,81.08750074,196,
,,,,,,,,,93.156,48.03502248,79.03416511,88.22987656,114,
,,,,,,,,,81.734,10.88411701,84.20568401,97.91799146,93,
,,,,,,,,,78.586,11.37672866,62.97624107,70.55168296,196,
,,,,,,,,,141.894,56.36095455,83.22018477,85.46674513,110,
,,,,,,,,,147.484,16.11583015,81.04980948,98.94565473,79,
,,,,,,,,,128.252,50.02168493,80.31000664,92.50435018,109,
,,,,,,,,,116.816,16.86228797,95.89815895,69.85574128,107,
,,,,,,,,,81.89,40.72786528,67.18187328,58.56980204,98,
,,,,,,,,,96.51,43.39031066,88.99045832,51.38309245,104,
,,,,,,,,,129.034,67.76795609,63.3365118,97.37428664,93,
,,,,,,,,,68.544,53.82023131,78.97816364,59.33437375,211,
,,,,,,,,,97.352,32.11215403,80.43968554,81.10193748,107,
,,,,,,,,,72.448,64.81252822,87.16017552,52.34491549,192,
,,,,,,,,,158.402,17.86062939,68.76435462,88.80133883,92,
,,,,,,,,,95.128,23.84159596,89.20542362,94.02376772,107,
,,,,,,,,,119.204,73.57943922,98.02374367,83.17429663,80,
,,,,,,,,,78.378,56.85798137,79.44724892,71.46562543,191,
,,,,,,,,,116.4,78.01907278,73.45067405,58.39900747,99,
,,,,,,,,,112.268,40.13887953,85.85338885,79.97609558,117,
,,,,,,,,,92.842,75.00597155,80.89052765,89.12224527,103,
,,,,,,,,,102.606,37.21820106,75.27543543,84.03813712,90,
,,,,,,,,,113.388,23.70829195,79.25807613,63.70120231,108,
,,,,,,,,,80.948,60.38421755,90.2889923,58.83767704,84,
,,,,,,,,,83.446,29.5423032,94.62259812,79.32068768,100,
,,,,,,,,,151.816,73.58883214,88.81618839,62.56076417,105,
,,,,,,,,,110.216,43.01975983,94.04371944,55.22286509,97,
,,,,,,,,,110.578,28.61380721,83.6235925,83.46325822,103,
,,,,,,,,,165.982,33.86439555,94.45170335,53.5192346,116,
,,,,,,,,,171.596,76.31075071,95.56802462,75.56044228,87,
,,,,,,,,,100.258,53.93866913,65.17555412,64.4995074,98,
,,,,,,,,,137.164,21.32643727,95.63306005,87.40856413,92,
,,,,,,,,,125.966,76.65414581,67.33953001,90.60665832,113,
,,,,,,,,,116.086,79.92971334,91.14375748,99.05952229,111,
,,,,,,,,,91.828,59.73783982,84.58919198,62.38969149,111,
,,,,,,,,,73.654,66.96181469,94.97759824,77.59709714,207,
,,,,,,,,,121.184,49.5349406,73.00058957,52.16154308,112,
,,,,,,,,,75.496,60.17072499,79.08091152,86.98892211,202,
,,,,,,,,,91.86,48.73818346,67.76717571,62.5553259,81,
,,,,,,,,,127.626,28.67155241,84.7841138,54.27330088,99,
,,,,,,,,,150.4,74.75256684,67.93817011,71.17579669,99,
,,,,,,,,,72.026,39.73115753,85.68944853,87.68012057,232,
,,,,,,,,,134.324,42.57024716,99.51716662,75.22963536,98,
,,,,,,,,,132.68,31.60478887,66.32178289,61.22524807,105,
,,,,,,,,,97.568,56.69218303,94.66663289,73.94334837,114,
,,,,,,,,,81.442,17.52026787,76.78929455,99.33835764,86,
,,,,,,,,,88.176,36.7390053,98.40768062,92.99881155,101,
,,,,,,,,,103.14,25.28319034,91.66960436,81.89516398,87,
,,,,,,,,,85.816,40.95623529,66.36564477,84.10175105,97,
,,,,,,,,,109.136,79.46126187,80.6080667,98.45741845,103,
,,,,,,,,,135.45,46.1336373,89.09262846,83.83700521,105,
,,,,,,,,,130.228,14.51159971,68.76142013,50.35743573,88,
,,,,,,,,,79.978,25.09605773,97.63817938,72.56345766,194,
,,,,,,,,,108.488,62.31256717,94.1451573,97.72088961,81,
,,,,,,,,,81.724,53.32317102,72.03481939,61.77778618,107,
,,,,,,,,,74.938,58.70858683,85.57334676,58.06817919,207,
,,,,,,,,,103.394,40.96339219,83.83601875,82.55572494,97,
,,,,,,,,,96.37,74.57420704,85.20528097,58.13899046,110,
,,,,,,,,,114.482,11.17353582,67.34948156,56.77945879,107,
,,,,,,,,,80.328,47.15252829,87.31077937,58.41275975,102,
,,,,,,,,,119.038,60.73534208,91.92794567,63.8170979,116,
,,,,,,,,,81.824,44.14282318,64.63199953,78.89157451,98,
,,,,,,,,,99.318,11.72366583,89.40263502,97.53158519,98,
,,,,,,,,,137.69,17.4890507,86.73246393,52.4108885,99,
,,,,,,,,,174.886,78.39466918,92.7994765,75.98694243,97,
,,,,,,,,,77.468,27.77619052,63.75288525,80.3333634,210,
,,,,,,,,,129.104,23.57393451,72.19863465,77.1377701,104,
,,,,,,,,,100.97,23.00209653,70.3612939,95.24606561,96,
,,,,,,,,,115.092,33.80741649,87.56628676,96.37857631,116,
,,,,,,,,,98.15,59.94989602,90.18084702,96.87803854,101,
,,,,,,,,,118.85,77.12163829,64.21253684,66.48669964,90,
,,,,,,,,,126.058,69.34813989,63.5188506,53.06537596,107,
,,,,,,,,,91.226,25.21498428,76.69565696,64.11558459,106,
,,,,,,,,,79.646,68.20731024,78.73557186,73.64564368,203,
,,,,,,,,,101.846,70.06158117,99.96688267,99.78319511,94,
,,,,,,,,,112.65,35.90928522,77.81690222,74.48380793,103,
,,,,,,,,,99.382,77.57843831,88.23896077,53.89117955,88,
,,,,,,,,,155.522,25.25544806,78.94424872,85.54261454,90,
,,,,,,,,,145.638,17.27899959,93.25834512,51.2867668,102,
,,,,,,,,,93.962,50.04246503,93.3854347,61.18304382,102,
,,,,,,,,,85.296,45.34817868,95.08625506,51.55302901,99,
,,,,,,,,,112.73,73.82607502,91.37238345,93.4309317,114,
,,,,,,,,,103.126,48.5391367,84.24136824,85.19010848,103,
,,,,,,,,,96.828,59.28528691,79.87301811,51.32544104,99,
,,,,,,,,,117.138,29.78686908,91.61756626,71.80363076,96,
,,,,,,,,,109.782,55.43654545,94.47300132,99.01766429,99,
,,,,,,,,,122.348,28.99124117,96.94507408,71.37594522,106,
,,,,,,,,,141.164,27.02572285,67.50717789,99.78816409,97,
,,,,,,,,,73.064,25.39293608,80.18292042,91.24398447,177,
,,,,,,,,,70.482,76.38863508,73.44470786,97.23809972,205,
,,,,,,,,,128.118,23.51291279,72.70385208,63.45566685,97,
,,,,,,,,,99.558,21.52441857,73.93372702,51.69772636,114,
,,,,,,,,,82.238,14.71017309,64.07941082,65.86839308,110,
,,,,,,,,,123.922,77.80840991,63.67980119,58.16004625,100,
,,,,,,,,,114.388,68.1235951,68.4619408,57.52851243,105,
,,,,,,,,,136.874,34.46689596,62.58147604,68.97665959,92,
,,,,,,,,,136.18,36.80510056,93.94883357,58.76048054,111,
,,,,,,,,,130.838,54.90515942,96.72186232,89.50151376,98,
,,,,,,,,,130.272,66.79889611,88.87767146,69.34089748,96,
,,,,,,,,,96.26,73.8102352,90.82034799,73.20600661,103,
,,,,,,,,,80.558,44.10960424,88.14817579,56.72678866,103,
,,,,,,,,,91.812,63.71163974,65.1292672,80.9349074,96,
,,,,,,,,,72.54,59.75486866,73.97818369,52.65910383,191,
,,,,,,,,,149.826,41.45275895,73.20677054,77.85838166,96,
,,,,,,,,,129.31,28.96511792,96.64933373,96.08302926,95,
,,,,,,,,,139.89,26.28830413,85.40704675,56.38670483,97,
,,,,,,,,,136.694,77.23721128,95.82535899,58.22673715,95,
,,,,,,,,,102.964,44.05295175,88.95850745,52.48542226,101,
,,,,,,,,,124.17,58.10113679,90.90994196,75.53284376,98,
,,,,,,,,,85.536,46.56854178,78.06088337,61.47362439,105,
,,,,,,,,,78.816,33.44598518,65.23929108,83.63958063,218,
,,,,,,,,,95.99,63.49843845,65.45620198,82.00095031,113,
,,,,,,,,,122.054,43.59876372,73.09699061,66.20871231,102,
,,,,,,,,,108.146,60.86044867,74.74383552,75.14882529,98,
,,,,,,,,,129.588,45.94696314,77.35065541,82.00772245,88,
,,,,,,,,,133.118,79.35644818,92.42779003,88.12201043,96,
,,,,,,,,,101.86,23.53822736,83.93325881,66.38886462,84,
,,,,,,,,,92.788,50.01073816,81.8002604,56.83899667,120,
,,,,,,,,,93.768,36.27164932,97.15094824,68.14433494,91,
,,,,,,,,,81.182,51.69459475,73.84502621,52.41840543,86,
,,,,,,,,,97.642,11.77998129,73.89135695,93.05478772,113,
,,,,,,,,,151.152,40.43498116,78.22862868,60.7671174,102,
,,,,,,,,,88.984,54.88985273,78.03058053,58.65349428,108,
,,,,,,,,,78.534,24.71095333,67.17941312,51.80170042,199,
,,,,,,,,,88.962,53.33564198,89.76778996,56.89246135,97,
,,,,,,,,,132.608,62.68317324,92.56498256,87.37111699,91,
,,,,,,,,,128.2,62.28561261,73.53044094,54.88947807,100,
,,,,,,,,,112.452,53.62775475,91.6115547,68.67988125,93,
,,,,,,,,,110.606,70.59939752,95.09442357,94.69159245,108,
,,,,,,,,,78.506,25.3143172,86.55656122,55.16500577,224,
,,,,,,,,,101.946,56.75671238,70.17919997,92.28413324,99,
,,,,,,,,,84.4,60.62404185,86.81543354,70.9120611,100,
,,,,,,,,,109.7,11.99319514,60.02333669,65.62906869,97,
,,,,,,,,,110.53,28.43860212,91.77854772,87.50468147,92,
,,,,,,,,,62.798,20.53660333,74.82552586,96.38548813,203,
,,,,,,,,,113.504,12.36380343,62.16673646,58.9540784,89,
,,,,,,,,,155.312,26.52128256,73.54914696,93.16937763,104,
,,,,,,,,,146.998,15.14143197,62.34345946,85.75824026,109,
,,,,,,,,,144.332,22.01279427,83.72303681,57.79347931,95,
,,,,,,,,,100.972,70.68110322,70.96539495,87.44610984,103,
,,,,,,,,,98.378,70.49782417,66.07459442,56.03561795,110,
,,,,,,,,,128.802,53.52768489,75.40131553,93.6748174,95,
,,,,,,,,,88.772,79.66701968,63.51577163,51.15688498,96,
,,,,,,,,,94.422,69.68047616,97.29499873,96.98378099,112,
,,,,,,,,,101.25,74.56465054,61.53543434,59.18353589,90,
,,,,,,,,,103.514,49.91319591,67.04197103,93.03964381,97,
,,,,,,,,,85.636,14.12658298,61.75212861,79.12210988,117,
,,,,,,,,,73.882,34.69178591,66.54759999,87.75663394,186,
,,,,,,,,,70.78,15.30460209,63.16716639,98.67523244,180,
,,,,,,,,,99.522,78.20332962,64.26297556,84.90656967,85,
,,,,,,,,,127.562,61.96331969,72.98150599,98.77821025,109,
,,,,,,,,,92.5,79.88292223,60.97568972,76.14582441,105,
,,,,,,,,,99.316,11.34588776,96.14231318,64.62479959,93,
,,,,,,,,,82.672,49.86370703,84.94472056,54.04677485,102,
,,,,,,,,,72.492,11.77633636,69.18684257,53.67072091,181,
,,,,,,,,,97.362,47.95604416,79.45810644,97.51068741,95,
,,,,,,,,,88.72,11.2922272,90.48656264,81.24533101,94,
,,,,,,,,,77.336,42.15518829,71.61844172,60.91560941,216,
,,,,,,,,,109.674,56.59069531,74.35519137,81.5589234,108,
,,,,,,,,,113.472,43.61813279,82.94565118,51.50760472,116,
,,,,,,,,,97.338,55.68126878,86.76829994,82.24408996,108,
,,,,,,,,,71.904,67.14212154,71.82468569,92.77191282,216,
,,,,,,,,,65.368,62.42422274,69.43122252,91.93768766,221,
,,,,,,,,,125.03,46.23268062,69.95063936,89.67162979,109,
,,,,,,,,,93.494,44.95819669,98.42040897,55.04828977,120,
,,,,,,,,,91.88,52.16972538,71.08167571,63.17633532,113,
,,,,,,,,,168.926,78.1244202,86.63143864,93.7914214,99,
,,,,,,,,,74.102,64.27933366,88.17315137,77.61092067,219,
,,,,,,,,,98.84,38.22057094,84.91551756,66.56598385,113,
,,,,,,,,,86.17,68.96162984,75.36250004,80.10127627,105,
,,,,,,,,,116.784,47.17985985,80.30161071,71.69193831,92,
,,,,,,,,,107.09,45.70002143,86.71442594,85.21176121,100,
,,,,,,,,,92.2,72.98966845,73.97760324,98.89350154,108,
,,,,,,,,,99.682,77.67705616,86.01185509,85.4794592,107,
,,,,,,,,,120.416,78.92371921,88.09489158,82.00330897,90,
,,,,,,,,,156.748,15.01737295,71.07074757,75.24516894,127,
,,,,,,,,,93.912,34.6954146,69.22763703,62.25304552,106,
,,,,,,,,,143.874,56.28078084,89.37112757,69.56486197,93,
,,,,,,,,,148.856,57.27239472,76.28439697,64.01089694,104,
,,,,,,,,,102.354,42.96864404,82.64393422,95.6724424,85,
,,,,,,,,,127.638,53.74766723,67.19612023,89.30799297,108,
,,,,,,,,,85.9,25.50531426,70.92488271,62.35387428,93,
,,,,,,,,,111.198,71.88203259,82.88398423,85.3830144,97,
,,,,,,,,,73.6,65.10884501,73.73765113,56.80539758,211,
,,,,,,,,,115.448,66.0929579,65.0825356,89.84537817,95,
,,,,,,,,,98.122,32.67644749,92.528544,86.20338541,120,
,,,,,,,,,102.588,38.31564945,93.92019749,62.93049961,84,
,,,,,,,,,115.056,67.41814506,68.80722353,69.83460265,119,
,,,,,,,,,71.878,52.18662628,88.57315227,86.19201196,214,
,,,,,,,,,155.56,53.18665395,88.05892088,60.17047684,105,
,,,,,,,,,66.624,27.38745839,61.64173414,88.30674519,198,
,,,,,,,,,87.716,50.88907035,95.97578441,90.25088371,99,
,,,,,,,,,108.918,31.50034503,60.66840063,78.05554392,105,
,,,,,,,,,97.448,35.27140682,89.14171604,54.85516942,89,
,,,,,,,,,66.848,23.69107383,99.79851458,55.67972509,195,
,,,,,,,,,137.222,26.87599041,98.41125946,62.03998752,112,
,,,,,,,,,146.156,19.26215549,98.85645566,94.83769117,105,
,,,,,,,,,88.338,40.17058426,94.36203822,62.5617426,111,
,,,,,,,,,139.146,65.41876165,72.89889209,54.01508592,110,
,,,,,,,,,61.688,43.31005896,81.63705942,62.61270596,184,
,,,,,,,,,97.506,51.86891432,62.01622159,94.93585287,97,
,,,,,,,,,91.604,20.22267252,75.16547614,71.80866709,95,
,,,,,,,,,86.118,17.45888046,65.36625193,63.42543663,102,
,,,,,,,,,137.36,77.69255353,84.89689436,91.82216756,100,
,,,,,,,,,133.524,78.91240686,98.45916733,99.28860607,83,
,,,,,,,,,136.636,60.31435508,75.91690033,74.74399421,110,
,,,,,,,,,92.674,40.43539001,73.86721215,72.69296835,109,
,,,,,,,,,86.476,41.72722683,76.39985231,91.1147006,94,
,,,,,,,,,71.378,57.06243064,74.03331102,58.44880412,188,
,,,,,,,,,159.616,10.2725544,73.56410396,62.48625356,121,
,,,,,,,,,119.152,27.07887715,97.45935671,82.10132138,107,
,,,,,,,,,108.476,29.23527014,66.77110739,84.2336012,104,
,,,,,,,,,119.498,60.43079962,65.12345334,59.67053371,103,
